,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
22771,4 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,1566,Subscriber,1985,Female,29.0
22772,8 minutes,3,Powell St BART Station (Market St at 4th St),371,Lombard St at Columbus Ave,4641,Subscriber,1994,Female,27.0
22773,12 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5228,Customer,1989,Female,27.0
22774,8 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5173,Customer,1990,Male,29.0
22775,15 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,976,Subscriber,1988,Male,26.0
22776,19 minutes,16,Steuart St at Market St,99,Folsom St at 15th St,1470,Subscriber,1991,Female,26.0
22777,12 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,4372,Subscriber,1996,Male,26.0
22778,5 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4641,Customer,1990,Male,27.0
22779,23 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),52,McAllister St at Baker St,764,Subscriber,1992,Male,26.0
22780,13 minutes,5,Powell St BART Station (Market St at 5th St),114,Rhode Island St at 17th St,5537,Subscriber,1989,Female,26.0
22781,14 minutes,5,Powell St BART Station (Market St at 5th St),114,Rhode Island St at 17th St,5137,Subscriber,1974,Male,26.0
22782,2 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4641,Subscriber,1984,Female,27.0
22783,16 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4998,Customer,1980,Female,26.0
22784,16 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5496,Customer,1978,Male,27.0
22785,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,1888,Subscriber,1991,Male,27.0
22786,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,4997,Subscriber,1987,Male,26.0
22787,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5132,Subscriber,1980,Male,27.0
22788,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3142,Subscriber,1965,Male,29.0
22789,19 minutes,16,Steuart St at Market St,100,Bryant St at 15th St,4648,Subscriber,1986,Male,27.0
22790,10 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),2459,Subscriber,1990,Male,27.0
22791,12 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,1808,Subscriber,1970,Male,26.0
22792,10 minutes,16,Steuart St at Market St,64,5th St at Brannan St,5282,Subscriber,1993,Male,27.0
22793,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4982,Subscriber,1977,Male,27.0
22794,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,2940,Subscriber,1974,Male,26.0
22795,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),375,Grove St at Masonic Ave,5060,Subscriber,1991,Male,26.0
22796,3 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),5337,Subscriber,1987,Male,26.0
22797,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,5018,Subscriber,1994,Male,26.0
22798,13 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,5015,Subscriber,1988,Female,26.0
22799,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),98,Valencia St at 16th St,4952,Subscriber,1991,Male,27.0
22800,10 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,2941,Subscriber,1993,Female,26.0
22801,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),856,Subscriber,1993,Male,26.0
22802,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),130,22nd St Caltrain Station,5505,Subscriber,1983,Female,26.0
22803,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,5340,Subscriber,1970,Male,26.0
22804,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,6147,Subscriber,1988,Male,27.0
22805,11 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,5368,Subscriber,1976,Other,27.0
22806,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),98,Valencia St at 16th St,4742,Subscriber,1994,Male,26.0
22807,8 minutes,5,Powell St BART Station (Market St at 5th St),92,Mission Bay Kids Park,5175,Subscriber,1979,Male,29.0
22808,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4361,Subscriber,1990,Male,26.0
22809,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,2124,Subscriber,1988,Male,26.0
22810,13 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2084,Subscriber,1979,Male,26.0
22811,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4827,Subscriber,1986,Male,29.0
22812,5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5166,Subscriber,1987,Male,29.0
22813,28 minutes,16,Steuart St at Market St,85,Church St at Duboce Ave,802,Subscriber,1962,Male,26.0
22814,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5269,Subscriber,1991,Male,26.0
22815,32 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),5368,Subscriber,1988,Male,27.0
22816,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3034,Subscriber,1987,Male,26.0
22817,7 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,5576,Subscriber,1987,Male,26.0
22818,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,5537,Subscriber,1989,Male,26.0
22819,2 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),5318,Subscriber,1994,Male,27.0
22820,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4769,Subscriber,1984,Male,27.0
22821,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,3210,Subscriber,1983,Male,27.0
22822,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5261,Subscriber,1984,Male,27.0
22823,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,3326,Subscriber,1989,Male,27.0
22824,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3411,Subscriber,1990,Female,26.0
22825,12 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5217,Customer,1996,Female,27.0
22826,20 minutes,16,Steuart St at Market St,97,14th St at Mission St,4987,Subscriber,1985,Female,26.0
22827,7 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,283,Subscriber,1990,Male,27.0
22828,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,535,Subscriber,1991,Male,27.0
22829,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,4756,Subscriber,1994,Male,26.0
22830,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4326,Subscriber,1988,Male,27.0
22831,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5573,Subscriber,1992,Male,26.0
22832,41 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,5490,Subscriber,1993,Female,29.0
22833,5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),2187,Subscriber,1990,Male,27.0
22834,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,2586,Subscriber,1994,Male,29.0
22835,20 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1898,Subscriber,1986,Male,29.0
22836,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5418,Subscriber,1967,Female,26.0
22837,54 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,963,Customer,1984,Female,26.0
22838,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5496,Subscriber,1987,Male,27.0
22839,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4755,Subscriber,1984,Female,26.0
22840,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5265,Subscriber,1987,Male,29.0
22841,4 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5280,Subscriber,1985,Male,26.0
22842,10 minutes,16,Steuart St at Market St,91,Berry St at King St,4999,Subscriber,1993,Male,26.0
22843,7 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,4982,Subscriber,1961,Male,27.0
22844,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),124,19th St at Florida St,4975,Subscriber,1992,Female,26.0
22845,9 minutes,5,Powell St BART Station (Market St at 5th St),85,Church St at Duboce Ave,5226,Subscriber,1974,Male,27.0
22846,11 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),3402,Subscriber,1973,Female,26.0
22847,10 minutes,5,Powell St BART Station (Market St at 5th St),11,Davis St at Jackson St,4998,Subscriber,1982,Male,26.0
22848,11 minutes,81,Berry St at 4th St,76,McCoppin St at Valencia St,5037,Subscriber,1964,Female,26.0
22849,37 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,5011,Subscriber,1962,Male,26.0
22850,8 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,5280,Subscriber,1969,Male,26.0
22851,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,5048,Subscriber,1983,Male,27.0
22852,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),536,Subscriber,1986,Female,26.0
22853,19 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,5539,Subscriber,1983,Male,27.0
22854,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4842,Customer,1984,Male,26.0
22855,12 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,3592,Subscriber,2000,Male,27.0
22856,8 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4769,Subscriber,1992,Male,27.0
22857,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),28,The Embarcadero at Bryant St,5233,Customer,1981,Male,27.0
22858,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),86,Market St at Dolores St,5301,Subscriber,1992,Female,27.0
22859,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),369,Hyde St at Post St,4953,Subscriber,1993,Male,26.0
22860,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),123,Folsom St at 19th St,2375,Subscriber,1987,Female,27.0
22861,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5037,Subscriber,1991,Male,26.0
22862,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5035,Subscriber,1978,Male,26.0
22863,7 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,4774,Subscriber,1993,Female,27.0
22864,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),369,Hyde St at Post St,5400,Subscriber,1980,Other,26.0
22865,12 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,5057,Subscriber,1983,Male,27.0
22866,12 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,5290,Subscriber,1991,Female,26.0
22867,8 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2271,Subscriber,1979,Male,26.0
22868,13 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,1334,Subscriber,1986,Male,29.0
22869,12 minutes,5,Powell St BART Station (Market St at 5th St),129,Harrison St at 20th St,4748,Subscriber,1994,Male,27.0
22870,14 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,4400,Subscriber,1987,Male,27.0
22871,13 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,4407,Subscriber,1989,Female,26.0
22872,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,4377,Subscriber,1981,Female,27.0
22873,14 minutes,5,Powell St BART Station (Market St at 5th St),116,Mississippi St at 17th St,5274,Customer,1993,Female,26.0
22874,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),5337,Subscriber,1993,Male,26.0
22875,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4344,Subscriber,1957,Male,26.0
22876,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5536,Subscriber,1984,Female,27.0
22877,35 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5136,Customer,1991,Male,26.0
22878,13 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),2185,Subscriber,1990,Male,27.0
22879,5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5188,Subscriber,1983,Male,27.0
22880,17 minutes,5,Powell St BART Station (Market St at 5th St),92,Mission Bay Kids Park,3224,Subscriber,1981,Male,26.0
22881,12 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,5366,Subscriber,1991,Male,27.0
22882,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,4600,Subscriber,1988,Male,26.0
22883,9 minutes,3,Powell St BART Station (Market St at 4th St),97,14th St at Mission St,3034,Subscriber,1985,Male,26.0
22884,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4999,Subscriber,1985,Female,26.0
22885,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4606,Subscriber,1984,Female,26.0
22886,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5301,Subscriber,1987,Male,27.0
22887,31 minutes,21,Montgomery St BART Station (Market St at 2nd St),147,29th St at Tiffany Ave,2954,Subscriber,1984,Male,26.0
22888,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),55,Webster St at Grove St,5334,Subscriber,1984,Female,26.0
22889,10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,1718,Customer,1986,Male,26.0
22890,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,181,Subscriber,1968,Female,27.0
22891,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5142,Subscriber,1990,Male,26.0
22892,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),4400,Subscriber,1981,Male,27.0
22893,21 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),4641,Subscriber,1993,Male,27.0
22894,12 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4812,Subscriber,1992,Female,27.0
22895,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),349,Howard St at Mary St,4747,Subscriber,1990,Male,27.0
22896,17 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,1860,Subscriber,1985,Male,27.0
22897,12 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,4981,Subscriber,1994,Male,26.0
22898,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,5440,Subscriber,1988,Male,27.0
22899,8 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,5246,Subscriber,1983,Male,27.0
22900,31 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5529,Subscriber,1987,Male,26.0
22901,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4934,Subscriber,1988,Male,27.0
22902,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),3210,Subscriber,1991,Female,27.0
22903,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,4826,Subscriber,1983,Female,26.0
22904,13 minutes,81,Berry St at 4th St,123,Folsom St at 19th St,4610,Subscriber,1989,Male,26.0
22905,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,3040,Subscriber,1977,Male,27.0
22906,1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),2567,Subscriber,1991,Male,27.0
22907,16 minutes,22,Howard St at Beale St,104,4th St at 16th St,4320,Subscriber,1976,Male,27.0
22908,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),76,McCoppin St at Valencia St,430,Subscriber,1981,Male,26.0
22909,11 minutes,22,Howard St at Beale St,64,5th St at Brannan St,2459,Subscriber,1978,Male,27.0
22910,12 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,989,Subscriber,1980,Male,26.0
22911,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5405,Subscriber,1989,Male,27.0
22912,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5280,Customer,1991,Male,26.0
22913,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,3377,Subscriber,1995,Female,29.0
22914,26 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),3109,Customer,1991,Male,29.0
22915,26 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5490,Customer,1991,Male,29.0
22916,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5237,Subscriber,1990,Male,26.0
22917,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5035,Subscriber,1990,Female,26.0
22918,9 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),4961,Subscriber,1986,Male,26.0
22919,3 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,2030,Subscriber,1978,Male,27.0
22920,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5247,Subscriber,1987,Male,26.0
22921,13 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,5409,Subscriber,1985,Male,27.0
22922,7 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,3568,Subscriber,1989,Male,27.0
22923,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5142,Subscriber,1982,Male,26.0
22924,21 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,2197,Customer,1986,Female,26.0
22925,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),86,Market St at Dolores St,5003,Subscriber,1975,Male,27.0
22926,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,4795,Subscriber,1990,Male,27.0
22927,16 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5137,Subscriber,1993,Female,26.0
22928,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2981,Subscriber,1988,Male,29.0
22929,16 minutes,81,Berry St at 4th St,365,Turk St at Fillmore St,5295,Subscriber,1987,Male,27.0
22930,7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,1188,Subscriber,1974,Male,27.0
22931,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,5495,Subscriber,1990,Female,26.0
22932,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5441,Subscriber,1995,Male,27.0
22933,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4609,Subscriber,1989,Male,27.0
22934,15 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,675,Subscriber,1987,Male,29.0
22935,7 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5133,Subscriber,1986,Male,26.0
22936,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,4988,Subscriber,1965,Male,27.0
22937,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5051,Subscriber,1989,Male,26.0
22938,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5506,Subscriber,1987,Male,27.0
22939,38 minutes,30,San Francisco Caltrain (Townsend St at 4th St),145,29th St at Church St,4458,Subscriber,1980,Female,26.0
22940,38 minutes,30,San Francisco Caltrain (Townsend St at 4th St),145,29th St at Church St,4962,Subscriber,1991,Male,26.0
22941,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),323,Broadway at Kearny,5318,Subscriber,1983,Male,27.0
22942,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5441,Subscriber,1985,Male,27.0
22943,13 minutes,81,Berry St at 4th St,323,Broadway at Kearny,5340,Subscriber,1995,Male,26.0
22944,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5277,Subscriber,1972,Male,27.0
22945,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,861,Subscriber,1990,Male,26.0
22946,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),86,Market St at Dolores St,4613,Customer,1985,Male,26.0
22947,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4801,Subscriber,1996,Male,29.0
22948,11 minutes,81,Berry St at 4th St,26,1st St at Folsom St,1057,Customer,1993,Female,27.0
22949,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4747,Subscriber,1967,Male,27.0
22950,13 minutes,5,Powell St BART Station (Market St at 5th St),134,Valencia St at 24th St,4977,Subscriber,1995,Male,29.0
22951,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,5353,Subscriber,1990,Female,27.0
22952,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),139,Garfield Square (25th St at Harrison St),4570,Subscriber,1978,Male,26.0
22953,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,3312,Subscriber,1988,Female,27.0
22954,9 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5463,Subscriber,1994,Male,26.0
22955,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5409,Subscriber,1991,Female,27.0
22956,9 minutes,16,Steuart St at Market St,91,Berry St at King St,4597,Subscriber,1985,Male,26.0
22957,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),3034,Subscriber,1983,Male,26.0
22958,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),133,Valencia St at 22nd St,2784,Subscriber,1986,Male,27.0
22959,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4319,Subscriber,1988,Male,26.0
22960,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4714,Subscriber,1989,Male,26.0
22961,8 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),3356,Subscriber,1980,Male,26.0
22962,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),336,Potrero Ave and Mariposa St,5480,Subscriber,1985,Female,27.0
22963,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5219,Subscriber,1988,Female,26.0
22964,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5276,Subscriber,1989,Male,27.0
22965,3 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,2198,Subscriber,1986,Male,27.0
22966,12 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,266,Subscriber,1996,Female,29.0
22967,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5247,Subscriber,1969,Female,26.0
22968,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),200,Subscriber,1993,Male,26.0
22969,21 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,5315,Subscriber,1987,Male,26.0
22970,30 minutes,21,Montgomery St BART Station (Market St at 2nd St),31,Raymond Kimbell Playground,4390,Customer,1981,Female,29.0
22971,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,5373,Subscriber,1983,Female,26.0
22972,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,1896,Subscriber,1992,Male,29.0
22973,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5353,Subscriber,1990,Female,27.0
22974,20 minutes,81,Berry St at 4th St,84,Duboce Park,5200,Subscriber,1991,Female,26.0
22975,12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,3123,Subscriber,1995,Male,26.0
22976,3 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,5559,Subscriber,1981,Male,29.0
22977,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4733,Subscriber,1967,Male,26.0
22978,6 minutes,81,Berry St at 4th St,81,Berry St at 4th St,3402,Customer,1993,Female,26.0
22979,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1905,Subscriber,1995,Male,26.0
22980,12 minutes,5,Powell St BART Station (Market St at 5th St),114,Rhode Island St at 17th St,2743,Customer,1985,Male,26.0
22981,13 minutes,81,Berry St at 4th St,58,Market St at 10th St,4819,Subscriber,1979,Male,26.0
22982,13 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3542,Customer,1994,Male,27.0
22983,13 minutes,5,Powell St BART Station (Market St at 5th St),95,Sanchez St at 15th St,4928,Subscriber,1985,Male,27.0
22984,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),323,Broadway at Kearny,4606,Subscriber,1991,Male,26.0
22985,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5428,Subscriber,1984,Male,29.0
22986,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5219,Subscriber,1992,Male,26.0
22987,22 minutes,3,Powell St BART Station (Market St at 4th St),104,4th St at 16th St,1525,Subscriber,1970,Male,29.0
22988,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4981,Subscriber,1992,Male,26.0
22989,9 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,1863,Subscriber,1980,Male,26.0
22990,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5356,Subscriber,1992,Male,27.0
