0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,computer,,,,,
,,,,,,exchanges,,,,,
,,,,,,information,,,,,
,,,,,,outside,,,,,
,,,,,,world,,,,,
,,,,,,cite,,,,,
,,,,,,book,,,,,
,,,,,,title,,,,,
,,,,,,introduction,,,,,
,,,,,,basic,,,,,
,,,,,,computer,,,,,
,,,,,,author,,,,,
,,,,,,donald,,,,,
,,,,,,eadie,,,,,
,,,,,,year,,,,,
,,,,,,1968,,,,,
,,,,,,publisher,,,,,
,,,,,,prentice-hall,,,,,
,,,,,,page,,,,,
,,,,,,12,,,,,
,,,,,,devices,,,,,
,,,,,,provide,,,,,
,,,,,,input,,,,,
,,,,,,output,,,,,
,,,,,,computer,,,,,
,,,,,,called,,,,,
,,,,,,peripherals,,,,,
,,,,,,cite,,,,,
,,,,,,book,,,,,
,,,,,,title,,,,,
,,,,,,introduction,,,,,
,,,,,,microcomputers,,,,,
,,,,,,microprocessors,,,,,
,,,,,,author,,,,,
,,,,,,arpad,,,,,
,,,,,,barna,,,,,
,,,,,,|author2=dan,,,,,
,,,,,,i.,,,,,
,,,,,,porat,,,,,
,,,,,,publisher,,,,,
,,,,,,wiley,,,,,
,,,,,,year,,,,,
,,,,,,1976,,,,,
,,,,,,isbn,,,,,
,,,,,,978-0-471-05051-3,,,,,
,,,,,,page,,,,,
,,,,,,85,,,,,
,,,,,,typical,,,,,
,,,,,,personal,,,,,
,,,,,,computer,,,,,
,,,,,,peripherals,,,,,
,,,,,,include,,,,,
,,,,,,input,,,,,
,,,,,,devices,,,,,
,,,,,,like,,,,,
,,,,,,keyboard,,,,,
,,,,,,mouse,,,,,
,,,,,,computing,,,,,
,,,,,,|mouse,,,,,
,,,,,,output,,,,,
,,,,,,devices,,,,,
,,,,,,computer,,,,,
,,,,,,monitor|display,,,,,
,,,,,,printer,,,,,
,,,,,,computing,,,,,
,,,,,,|printer,,,,,
,,,,,,hard,,,,,
,,,,,,disk,,,,,
,,,,,,drives,,,,,
,,,,,,floppy,,,,,
,,,,,,disk|floppy,,,,,
,,,,,,disk,,,,,
,,,,,,drives,,,,,
,,,,,,optical,,,,,
,,,,,,disc,,,,,
,,,,,,drives,,,,,
,,,,,,serve,,,,,
,,,,,,input,,,,,
,,,,,,output,,,,,
,,,,,,devices,,,,,
,,,,,,computer,,,,,
,,,,,,networking,,,,,
,,,,,,another,,,,,
,,,,,,form,,,,,
,,,,,,i/o,,,,,
,,,,,,i/o,,,,,
,,,,,,devices,,,,,
,,,,,,often,,,,,
,,,,,,complex,,,,,
,,,,,,computers,,,,,
,,,,,,right,,,,,
,,,,,,cpu,,,,,
,,,,,,memory,,,,,
,,,,,,graphics,,,,,
,,,,,,processing,,,,,
,,,,,,unit,,,,,
,,,,,,might,,,,,
,,,,,,contain,,,,,
,,,,,,fifty,,,,,
,,,,,,tiny,,,,,
,,,,,,computers,,,,,
,,,,,,perform,,,,,
,,,,,,calculations,,,,,
,,,,,,necessary,,,,,
,,,,,,display,,,,,
,,,,,,3d,,,,,
,,,,,,computer,,,,,
,,,,,,graphics|3d,,,,,
,,,,,,graphics,,,,,
,,,,,,citation,,,,,
,,,,,,needed|date=december,,,,,
,,,,,,2007,,,,,
,,,,,,modern,,,,,
,,,,,,desktop,,,,,
,,,,,,computers,,,,,
,,,,,,contain,,,,,
,,,,,,many,,,,,
,,,,,,smaller,,,,,
,,,,,,computers,,,,,
,,,,,,assist,,,,,
,,,,,,main,,,,,
,,,,,,cpu,,,,,
,,,,,,performing,,,,,
,,,,,,i/o,,,,,
,,,,,,2016-era,,,,,
,,,,,,flat,,,,,
,,,,,,screen,,,,,
,,,,,,display,,,,,
,,,,,,contains,,,,,
,,,,,,computer,,,,,
,,,,,,circuitry,,,,,
,,,,,,=multitasking=,,,,,
,,,,,,main,,,,,
,,,,,,article|computer,,,,,
,,,,,,multitasking,,,,,
,,,,,,computer,,,,,
,,,,,,may,,,,,
,,,,,,viewed,,,,,
,,,,,,running,,,,,
,,,,,,one,,,,,
,,,,,,gigantic,,,,,
,,,,,,program,,,,,
,,,,,,stored,,,,,
,,,,,,main,,,,,
,,,,,,memory,,,,,
,,,,,,systems,,,,,
,,,,,,necessary,,,,,
,,,,,,give,,,,,
,,,,,,appearance,,,,,
,,,,,,running,,,,,
,,,,,,several,,,,,
,,,,,,programs,,,,,
,,,,,,simultaneously,,,,,
,,,,,,achieved,,,,,
,,,,,,multitasking,,,,,
,,,,,,i.e,,,,,
,,,,,,computer,,,,,
,,,,,,switch,,,,,
,,,,,,rapidly,,,,,
,,,,,,running,,,,,
,,,,,,program,,,,,
,,,,,,turn,,,,,
,,,,,,cite,,,,,
,,,,,,book,,,,,
,,,,,,title,,,,,
,,,,,,learning,,,,,
,,,,,,unix,,,,,
,,,,,,operating,,,,,
,,,,,,system,,,,,
,,,,,,concise,,,,,
,,,,,,guide,,,,,
,,,,,,new,,,,,
,,,,,,user,,,,,
,,,,,,author,,,,,
,,,,,,jerry,,,,,
,,,,,,peek,,,,,
,,,,,,|author2=grace,,,,,
,,,,,,todino,,,,,
,,,,,,|author3=john,,,,,
,,,,,,strang,,,,,
,,,,,,publisher,,,,,
,,,,,,o'reilly,,,,,
,,,,,,year,,,,,
,,,,,,2002,,,,,
,,,,,,isbn,,,,,
,,,,,,978-0-596-00261-9,,,,,
,,,,,,page,,,,,
,,,,,,130,,,,,
,,,,,,one,,,,,
,,,,,,means,,,,,
,,,,,,done,,,,,
,,,,,,special,,,,,
,,,,,,signal,,,,,
,,,,,,called,,,,,
,,,,,,interrupt,,,,,
,,,,,,periodically,,,,,
,,,,,,cause,,,,,
,,,,,,computer,,,,,
,,,,,,stop,,,,,
,,,,,,executing,,,,,
,,,,,,instructions,,,,,
,,,,,,something,,,,,
,,,,,,else,,,,,
,,,,,,instead,,,,,
,,,,,,remembering,,,,,
,,,,,,executing,,,,,
,,,,,,prior,,,,,
,,,,,,interrupt,,,,,
,,,,,,computer,,,,,
,,,,,,return,,,,,
,,,,,,task,,,,,
,,,,,,later,,,,,
,,,,,,several,,,,,
,,,,,,programs,,,,,
,,,,,,running,,,,,
,,,,,,``,,,,,
,,,,,,time,,,,,
,,,,,,'',,,,,
,,,,,,interrupt,,,,,
,,,,,,generator,,,,,
,,,,,,might,,,,,
,,,,,,causing,,,,,
,,,,,,several,,,,,
,,,,,,hundred,,,,,
,,,,,,interrupts,,,,,
,,,,,,per,,,,,
,,,,,,second,,,,,
,,,,,,causing,,,,,
,,,,,,program,,,,,
,,,,,,switch,,,,,
,,,,,,time,,,,,
,,,,,,since,,,,,
,,,,,,modern,,,,,
,,,,,,computers,,,,,
,,,,,,typically,,,,,
,,,,,,execute,,,,,
,,,,,,instructions,,,,,
,,,,,,several,,,,,
,,,,,,orders,,,,,
,,,,,,magnitude,,,,,
,,,,,,faster,,,,,
,,,,,,human,,,,,
,,,,,,perception,,,,,
,,,,,,may,,,,,
,,,,,,appear,,,,,
,,,,,,many,,,,,
,,,,,,programs,,,,,
,,,,,,running,,,,,
,,,,,,time,,,,,
,,,,,,even,,,,,
,,,,,,though,,,,,
,,,,,,one,,,,,
,,,,,,ever,,,,,
,,,,,,executing,,,,,
,,,,,,given,,,,,
,,,,,,instant,,,,,
,,,,,,method,,,,,
,,,,,,multitasking,,,,,
,,,,,,sometimes,,,,,
,,,,,,termed,,,,,
,,,,,,``,,,,,
,,,,,,time-sharing,,,,,
,,,,,,'',,,,,
,,,,,,since,,,,,
,,,,,,program,,,,,
,,,,,,allocated,,,,,
,,,,,,``,,,,,
,,,,,,slice,,,,,
,,,,,,'',,,,,
,,,,,,time,,,,,
,,,,,,turn,,,,,
,,,,,,cite,,,,,
,,,,,,book,,,,,
,,,,,,title,,,,,
,,,,,,noise,,,,,
,,,,,,reduction,,,,,
,,,,,,speech,,,,,
,,,,,,applications,,,,,
,,,,,,author,,,,,
,,,,,,gillian,,,,,
,,,,,,m.,,,,,
,,,,,,davis,,,,,
,,,,,,publisher,,,,,
,,,,,,crc,,,,,
,,,,,,press,,,,,
,,,,,,year,,,,,
,,,,,,2002,,,,,
,,,,,,isbn,,,,,
,,,,,,978-0-8493-0949-6,,,,,
,,,,,,page,,,,,
,,,,,,111,,,,,
,,,,,,era,,,,,
,,,,,,inexpensive,,,,,
,,,,,,computers,,,,,
,,,,,,principal,,,,,
,,,,,,use,,,,,
,,,,,,multitasking,,,,,
,,,,,,allow,,,,,
,,,,,,many,,,,,
,,,,,,people,,,,,
,,,,,,share,,,,,
,,,,,,computer,,,,,
,,,,,,seemingly,,,,,
,,,,,,multitasking,,,,,
,,,,,,would,,,,,
,,,,,,cause,,,,,
,,,,,,computer,,,,,
,,,,,,switching,,,,,
,,,,,,several,,,,,
,,,,,,programs,,,,,
,,,,,,run,,,,,
,,,,,,slowly,,,,,
,,,,,,direct,,,,,
,,,,,,proportion,,,,,
,,,,,,number,,,,,
,,,,,,programs,,,,,
,,,,,,running,,,,,
,,,,,,programs,,,,,
,,,,,,spend,,,,,
,,,,,,much,,,,,
,,,,,,time,,,,,
,,,,,,waiting,,,,,
,,,,,,slow,,,,,
,,,,,,input/output,,,,,
,,,,,,devices,,,,,
,,,,,,complete,,,,,
,,,,,,tasks,,,,,
,,,,,,program,,,,,
,,,,,,waiting,,,,,
,,,,,,user,,,,,
,,,,,,click,,,,,
,,,,,,mouse,,,,,
,,,,,,press,,,,,
,,,,,,key,,,,,
,,,,,,keyboard,,,,,
,,,,,,take,,,,,
,,,,,,``,,,,,
,,,,,,time,,,,,
,,,,,,slice,,,,,
,,,,,,'',,,,,
,,,,,,event,,,,,
,,,,,,waiting,,,,,
,,,,,,occurred,,,,,
,,,,,,frees,,,,,
,,,,,,time,,,,,
,,,,,,programs,,,,,
,,,,,,execute,,,,,
,,,,,,many,,,,,
,,,,,,programs,,,,,
,,,,,,may,,,,,
,,,,,,run,,,,,
,,,,,,simultaneously,,,,,
,,,,,,without,,,,,
,,,,,,unacceptable,,,,,
,,,,,,speed,,,,,
,,,,,,loss,,,,,
,,,,,,=multiprocessing=,,,,,
,,,,,,main,,,,,
,,,,,,article|multiprocessing,,,,,
,,,,,,file,,,,,
,,,,,,cray,,,,,
,,,,,,2,,,,,
,,,,,,arts,,,,,
,,,,,,et,,,,,
,,,,,,metiers,,,,,
,,,,,,dsc03940.jpg|thumb|cray,,,,,
,,,,,,designed,,,,,
,,,,,,many,,,,,
,,,,,,supercomputers,,,,,
,,,,,,used,,,,,
,,,,,,multiprocessing,,,,,
,,,,,,heavily,,,,,
,,,,,,computers,,,,,
,,,,,,designed,,,,,
,,,,,,distribute,,,,,
,,,,,,work,,,,,
,,,,,,across,,,,,
,,,,,,several,,,,,
,,,,,,cpus,,,,,
,,,,,,multiprocessing,,,,,
,,,,,,configuration,,,,,
,,,,,,technique,,,,,
,,,,,,employed,,,,,
,,,,,,large,,,,,
,,,,,,powerful,,,,,
,,,,,,machines,,,,,
,,,,,,supercomputers,,,,,
,,,,,,mainframe,,,,,
,,,,,,computers,,,,,
,,,,,,server,,,,,
,,,,,,computing,,,,,
,,,,,,|servers,,,,,
,,,,,,multiprocessor,,,,,
,,,,,,multi-core,,,,,
,,,,,,multiple,,,,,
,,,,,,cpus,,,,,
,,,,,,single,,,,,
,,,,,,integrated,,,,,
,,,,,,circuit,,,,,
,,,,,,personal,,,,,
,,,,,,laptop,,,,,
,,,,,,computers,,,,,
,,,,,,widely,,,,,
,,,,,,available,,,,,
,,,,,,increasingly,,,,,
,,,,,,used,,,,,
,,,,,,lower-end,,,,,
,,,,,,markets,,,,,
,,,,,,result,,,,,
,,,,,,supercomputers,,,,,
,,,,,,particular,,,,,
,,,,,,often,,,,,
,,,,,,highly,,,,,
,,,,,,unique,,,,,
,,,,,,architectures,,,,,
,,,,,,differ,,,,,
,,,,,,significantly,,,,,
,,,,,,basic,,,,,
,,,,,,stored-program,,,,,
,,,,,,architecture,,,,,
,,,,,,general,,,,,
,,,,,,purpose,,,,,
,,,,,,computers.however,,,,,
,,,,,,also,,,,,
,,,,,,common,,,,,
,,,,,,construct,,,,,
,,,,,,supercomputers,,,,,
,,,,,,many,,,,,
,,,,,,pieces,,,,,
,,,,,,cheap,,,,,
,,,,,,commodity,,,,,
,,,,,,hardware,,,,,
,,,,,,usually,,,,,
,,,,,,individual,,,,,
,,,,,,computers,,,,,
,,,,,,connected,,,,,
,,,,,,networks,,,,,
,,,,,,so-called,,,,,
,,,,,,computer,,,,,
,,,,,,clusters,,,,,
,,,,,,often,,,,,
,,,,,,provide,,,,,
,,,,,,supercomputer,,,,,
,,,,,,performance,,,,,
,,,,,,much,,,,,
,,,,,,lower,,,,,
,,,,,,cost,,,,,
,,,,,,customized,,,,,
,,,,,,designs,,,,,
,,,,,,custom,,,,,
,,,,,,architectures,,,,,
,,,,,,still,,,,,
,,,,,,used,,,,,
,,,,,,powerful,,,,,
,,,,,,supercomputers,,,,,
,,,,,,proliferation,,,,,
,,,,,,cluster,,,,,
,,,,,,computers,,,,,
,,,,,,recent,,,,,
,,,,,,years,,,,,
,,,,,,harv|top500|2006,,,,,
,,,,,,often,,,,,
,,,,,,feature,,,,,
,,,,,,thousands,,,,,
,,,,,,cpus,,,,,
,,,,,,customized,,,,,
,,,,,,high-speed,,,,,
,,,,,,interconnects,,,,,
,,,,,,specialized,,,,,
,,,,,,computing,,,,,
,,,,,,hardware,,,,,
,,,,,,designs,,,,,
,,,,,,tend,,,,,
,,,,,,useful,,,,,
,,,,,,specialized,,,,,
,,,,,,tasks,,,,,
,,,,,,due,,,,,
,,,,,,large,,,,,
,,,,,,scale,,,,,
,,,,,,program,,,,,
,,,,,,organization,,,,,
,,,,,,required,,,,,
,,,,,,successfully,,,,,
,,,,,,utilize,,,,,
,,,,,,available,,,,,
,,,,,,resources,,,,,
,,,,,,supercomputers,,,,,
,,,,,,usually,,,,,
,,,,,,see,,,,,
,,,,,,usage,,,,,
,,,,,,large-scale,,,,,
,,,,,,computer,,,,,
,,,,,,simulation|simulation,,,,,
,,,,,,rendering,,,,,
,,,,,,computer,,,,,
,,,,,,graphics,,,,,
,,,,,,|graphics,,,,,
,,,,,,rendering,,,,,
,,,,,,cryptography,,,,,
,,,,,,applications,,,,,
,,,,,,well,,,,,
,,,,,,so-called,,,,,
,,,,,,``,,,,,
,,,,,,embarrassingly,,,,,
,,,,,,parallel,,,,,
,,,,,,'',,,,,
,,,,,,tasks,,,,,
,,,,,,software,,,,,
,,,,,,main,,,,,
,,,,,,article|computer,,,,,
,,,,,,software,,,,,
,,,,,,''software,,,,,
,,,,,,'',,,,,
,,,,,,refers,,,,,
,,,,,,parts,,,,,
,,,,,,computer,,,,,
,,,,,,material,,,,,
,,,,,,form,,,,,
,,,,,,programs,,,,,
,,,,,,data,,,,,
,,,,,,protocols,,,,,
,,,,,,etc,,,,,
,,,,,,software,,,,,
,,,,,,part,,,,,
,,,,,,computer,,,,,
,,,,,,system,,,,,
,,,,,,consists,,,,,
,,,,,,encoded,,,,,
,,,,,,information,,,,,
,,,,,,computer,,,,,
,,,,,,instructions,,,,,
,,,,,,contrast,,,,,
,,,,,,physical,,,,,
,,,,,,computer,,,,,
,,,,,,hardware|hardware,,,,,
,,,,,,system,,,,,
,,,,,,built,,,,,
,,,,,,computer,,,,,
,,,,,,software,,,,,
,,,,,,includes,,,,,
,,,,,,computer,,,,,
,,,,,,programs,,,,,
,,,,,,library,,,,,
,,,,,,computing,,,,,
,,,,,,|libraries,,,,,
,,,,,,related,,,,,
,,,,,,non-executable,,,,,
,,,,,,data,,,,,
,,,,,,computing,,,,,
,,,,,,|data,,,,,
,,,,,,software,,,,,
,,,,,,documentation|online,,,,,
,,,,,,documentation,,,,,
,,,,,,digital,,,,,
,,,,,,media,,,,,
,,,,,,computer,,,,,
,,,,,,hardware,,,,,
,,,,,,software,,,,,
,,,,,,require,,,,,
,,,,,,neither,,,,,
,,,,,,realistically,,,,,
,,,,,,used,,,,,
,,,,,,software,,,,,
,,,,,,stored,,,,,
,,,,,,hardware,,,,,
,,,,,,easily,,,,,
,,,,,,modified,,,,,
,,,,,,bios,,,,,
,,,,,,read-only,,,,,
,,,,,,memory|rom,,,,,
,,,,,,ibm,,,,,
,,,,,,pc,,,,,
,,,,,,compatible,,,,,
,,,,,,computer,,,,,
,,,,,,sometimes,,,,,
,,,,,,called,,,,,
,,,,,,``,,,,,
,,,,,,firmware,,,,,
,,,,,,'',,,,,
,,,,,,=operating,,,,,
,,,,,,systems=,,,,,
,,,,,,class=,,,,,
,,,,,,'',,,,,
,,,,,,wikitable,,,,,
,,,,,,'',,,,,
,,,,,,|-,,,,,
,,,,,,rowspan=,,,,,
,,,,,,'',,,,,
,,,,,,7,,,,,
,,,,,,'',,,,,
,,,,,,operating,,,,,
,,,,,,system,,,,,
,,,,,,/system,,,,,
,,,,,,software,,,,,
,,,,,,||,,,,,
,,,,,,unix,,,,,
,,,,,,berkeley,,,,,
,,,,,,software,,,,,
,,,,,,distribution|bsd,,,,,
,,,,,,||,,,,,
,,,,,,unix,,,,,
,,,,,,system,,,,,
,,,,,,v,,,,,
,,,,,,ibm,,,,,
,,,,,,aix,,,,,
,,,,,,hp-ux,,,,,
,,,,,,solaris,,,,,
,,,,,,operating,,,,,
,,,,,,system,,,,,
,,,,,,|solaris,,,,,
,,,,,,sunos,,,,,
,,,,,,irix,,,,,
,,,,,,list,,,,,
,,,,,,bsd,,,,,
,,,,,,operating,,,,,
,,,,,,systems,,,,,
,,,,,,|-,,,,,
,,,,,,gnu/linux,,,,,
,,,,,,||,,,,,
,,,,,,list,,,,,
,,,,,,linux,,,,,
,,,,,,distributions,,,,,
,,,,,,comparison,,,,,
,,,,,,linux,,,,,
,,,,,,distributions,,,,,
,,,,,,|-,,,,,
,,,,,,microsoft,,,,,
,,,,,,windows,,,,,
,,,,,,||,,,,,
,,,,,,windows,,,,,
,,,,,,95,,,,,
,,,,,,windows,,,,,
,,,,,,98,,,,,
,,,,,,windows,,,,,
,,,,,,nt,,,,,
,,,,,,windows,,,,,
,,,,,,2000,,,,,
,,,,,,windows,,,,,
,,,,,,windows,,,,,
,,,,,,xp,,,,,
,,,,,,windows,,,,,
,,,,,,vista,,,,,
,,,,,,windows,,,,,
,,,,,,7,,,,,
,,,,,,windows,,,,,
,,,,,,8,,,,,
,,,,,,windows,,,,,
,,,,,,10,,,,,
,,,,,,|-,,,,,
,,,,,,dos,,,,,
,,,,,,||,,,,,
,,,,,,86-dos,,,,,
,,,,,,qdos,,,,,
,,,,,,ibm,,,,,
,,,,,,pc,,,,,
,,,,,,dos,,,,,
,,,,,,ms-dos,,,,,
,,,,,,dr-dos,,,,,
,,,,,,freedos,,,,,
,,,,,,|-,,,,,
,,,,,,mac,,,,,
,,,,,,os,,,,,
,,,,,,||,,,,,
,,,,,,mac,,,,,
,,,,,,os|mac,,,,,
,,,,,,os,,,,,
,,,,,,classic,,,,,
,,,,,,mac,,,,,
,,,,,,os,,,,,
,,,,,,x,,,,,
,,,,,,|-,,,,,
,,,,,,embedded,,,,,
,,,,,,operating,,,,,
,,,,,,system|embedded,,,,,
,,,,,,real-time,,,,,
,,,,,,operating,,,,,
,,,,,,system|real-time,,,,,
,,,,,,||,,,,,
,,,,,,list,,,,,
,,,,,,operating,,,,,
,,,,,,systems,,,,,
,,,,,,embedded|list,,,,,
,,,,,,embedded,,,,,
,,,,,,operating,,,,,
,,,,,,systems,,,,,
,,,,,,|-,,,,,
,,,,,,experimental,,,,,
,,,,,,||,,,,,
,,,,,,amoeba,,,,,
,,,,,,distributed,,,,,
,,,,,,operating,,,,,
,,,,,,system|amoeba,,,,,
,,,,,,oberon,,,,,
,,,,,,operating,,,,,
,,,,,,system,,,,,
,,,,,,|oberon/bluebottle,,,,,
,,,,,,os|bluebottle,,,,,
,,,,,,plan,,,,,
,,,,,,9,,,,,
,,,,,,bell,,,,,
,,,,,,labs,,,,,
,,,,,,|-,,,,,
,,,,,,rowspan=,,,,,
,,,,,,'',,,,,
,,,,,,2,,,,,
,,,,,,'',,,,,
,,,,,,library,,,,,
,,,,,,computing,,,,,
,,,,,,|library,,,,,
,,,,,,||,,,,,
,,,,,,multimedia,,,,,
,,,,,,||,,,,,
,,,,,,directx,,,,,
,,,,,,opengl,,,,,
,,,,,,openal,,,,,
,,,,,,vulkan,,,,,
,,,,,,api,,,,,
,,,,,,|-,,,,,
,,,,,,programming,,,,,
,,,,,,library,,,,,
,,,,,,||,,,,,
,,,,,,c,,,,,
,,,,,,standard,,,,,
,,,,,,library,,,,,
,,,,,,standard,,,,,
,,,,,,template,,,,,
,,,,,,library,,,,,
,,,,,,|-,,,,,
,,,,,,rowspan=,,,,,
,,,,,,'',,,,,
,,,,,,2,,,,,
,,,,,,'',,,,,
,,,,,,data,,,,,
,,,,,,computing,,,,,
,,,,,,|data,,,,,
,,,,,,||,,,,,
,,,,,,protocol,,,,,
,,,,,,computing,,,,,
,,,,,,|protocol,,,,,
,,,,,,||,,,,,
,,,,,,internet,,,,,
,,,,,,protocol,,,,,
,,,,,,suite|tcp/ip,,,,,
,,,,,,kermit,,,,,
,,,,,,protocol,,,,,
,,,,,,|kermit,,,,,
,,,,,,file,,,,,
,,,,,,transfer,,,,,
,,,,,,protocol|ftp,,,,,
,,,,,,hypertext,,,,,
,,,,,,transfer,,,,,
,,,,,,protocol|http,,,,,
,,,,,,simple,,,,,
,,,,,,mail,,,,,
,,,,,,transfer,,,,,
,,,,,,protocol|smtp,,,,,
,,,,,,|-,,,,,
,,,,,,file,,,,,
,,,,,,format,,,,,
,,,,,,||,,,,,
,,,,,,html,,,,,
,,,,,,xml,,,,,
,,,,,,jpeg,,,,,
,,,,,,moving,,,,,
,,,,,,picture,,,,,
,,,,,,experts,,,,,
,,,,,,group|mpeg,,,,,
,,,,,,portable,,,,,
,,,,,,network,,,,,
,,,,,,graphics|png,,,,,
,,,,,,|-,,,,,
,,,,,,rowspan=,,,,,
,,,,,,'',,,,,
,,,,,,2,,,,,
,,,,,,'',,,,,
,,,,,,user,,,,,
,,,,,,interface,,,,,
,,,,,,||,,,,,
,,,,,,graphical,,,,,
,,,,,,user,,,,,
,,,,,,interface,,,,,
,,,,,,wimp,,,,,
,,,,,,computing,,,,,
,,,,,,|wimp,,,,,
,,,,,,||,,,,,
,,,,,,microsoft,,,,,
,,,,,,windows,,,,,
,,,,,,gnome,,,,,
,,,,,,kde,,,,,
,,,,,,qnx|qnx,,,,,
,,,,,,photon,,,,,
,,,,,,common,,,,,
,,,,,,desktop,,,,,
,,,,,,environment|cde,,,,,
,,,,,,graphics,,,,,
,,,,,,environment,,,,,
,,,,,,manager|gem,,,,,
,,,,,,aqua,,,,,
,,,,,,user,,,,,
,,,,,,interface,,,,,
,,,,,,|aqua,,,,,
,,,,,,|-,,,,,
,,,,,,text-based,,,,,
,,,,,,computing,,,,,
,,,,,,|text-based,,,,,
,,,,,,user,,,,,
,,,,,,interface,,,,,
,,,,,,||,,,,,
,,,,,,command-line,,,,,
,,,,,,interface,,,,,
,,,,,,text,,,,,
,,,,,,user,,,,,
,,,,,,interface,,,,,
,,,,,,|-,,,,,
,,,,,,rowspan=,,,,,
,,,,,,'',,,,,
,,,,,,9,,,,,
,,,,,,'',,,,,
,,,,,,application,,,,,
,,,,,,software|application,,,,,
,,,,,,software,,,,,
,,,,,,||,,,,,
,,,,,,office,,,,,
,,,,,,suite,,,,,
,,,,,,||,,,,,
,,,,,,word,,,,,
,,,,,,processing,,,,,
,,,,,,desktop,,,,,
,,,,,,publishing,,,,,
,,,,,,presentation,,,,,
,,,,,,program,,,,,
,,,,,,database,,,,,
,,,,,,management,,,,,
,,,,,,system,,,,,
,,,,,,scheduling,,,,,
,,,,,,time,,,,,
,,,,,,management,,,,,
,,,,,,spreadsheet,,,,,
,,,,,,accounting,,,,,
,,,,,,software,,,,,
,,,,,,|-,,,,,
,,,,,,internet,,,,,
,,,,,,access,,,,,
,,,,,,||,,,,,
,,,,,,web,,,,,
,,,,,,browser|browser,,,,,
,,,,,,e-mail,,,,,
,,,,,,client,,,,,
,,,,,,web,,,,,
,,,,,,server,,,,,
,,,,,,mail,,,,,
,,,,,,transfer,,,,,
,,,,,,agent,,,,,
,,,,,,instant,,,,,
,,,,,,messaging,,,,,
,,,,,,|-,,,,,
,,,,,,design,,,,,
,,,,,,manufacturing,,,,,
,,,,,,||,,,,,
,,,,,,computer-aided,,,,,
,,,,,,design,,,,,
,,,,,,computer-aided,,,,,
,,,,,,manufacturing,,,,,
,,,,,,plant,,,,,
,,,,,,management,,,,,
,,,,,,robotic,,,,,
,,,,,,manufacturing,,,,,
,,,,,,supply,,,,,
,,,,,,chain,,,,,
,,,,,,management,,,,,
,,,,,,|-,,,,,
,,,,,,computer,,,,,
,,,,,,graphics|graphics,,,,,
,,,,,,||,,,,,
,,,,,,raster,,,,,
,,,,,,graphics,,,,,
,,,,,,editor,,,,,
,,,,,,vector,,,,,
,,,,,,graphics,,,,,
,,,,,,editor,,,,,
,,,,,,3d,,,,,
,,,,,,computer,,,,,
,,,,,,graphics,,,,,
,,,,,,software|3d,,,,,
,,,,,,modeler,,,,,
,,,,,,computer,,,,,
,,,,,,animation|animation,,,,,
,,,,,,editor,,,,,
,,,,,,3d,,,,,
,,,,,,computer,,,,,
,,,,,,graphics,,,,,
,,,,,,video,,,,,
,,,,,,editing,,,,,
,,,,,,image,,,,,
,,,,,,processing,,,,,
,,,,,,|-,,,,,
,,,,,,digital,,,,,
,,,,,,audio|audio,,,,,
,,,,,,||,,,,,
,,,,,,digital,,,,,
,,,,,,audio,,,,,
,,,,,,editor,,,,,
,,,,,,audio,,,,,
,,,,,,player,,,,,
,,,,,,software,,,,,
,,,,,,|audio,,,,,
,,,,,,playback,,,,,
,,,,,,audio,,,,,
,,,,,,mixing|mixing,,,,,
,,,,,,software,,,,,
,,,,,,synthesizer|audio,,,,,
,,,,,,synthesis,,,,,
,,,,,,computer,,,,,
,,,,,,music,,,,,
,,,,,,|-,,,,,
,,,,,,software,,,,,
,,,,,,engineering,,,,,
,,,,,,||,,,,,
,,,,,,compiler,,,,,
,,,,,,assembler,,,,,
,,,,,,computer,,,,,
,,,,,,programming,,,,,
,,,,,,|assembler,,,,,
,,,,,,interpreter,,,,,
,,,,,,computing,,,,,
,,,,,,|interpreter,,,,,
,,,,,,debugger,,,,,
,,,,,,text,,,,,
,,,,,,editor,,,,,
,,,,,,integrated,,,,,
,,,,,,development,,,,,
,,,,,,environment,,,,,
,,,,,,software,,,,,
,,,,,,performance,,,,,
,,,,,,analysis,,,,,
,,,,,,revision,,,,,
,,,,,,control,,,,,
,,,,,,software,,,,,
,,,,,,configuration,,,,,
,,,,,,management,,,,,
,,,,,,|-,,,,,
,,,,,,educational,,,,,
,,,,,,||,,,,,
,,,,,,edutainment,,,,,
,,,,,,educational,,,,,
,,,,,,game,,,,,
,,,,,,serious,,,,,
,,,,,,game,,,,,
,,,,,,flight,,,,,
,,,,,,simulator,,,,,
,,,,,,|-,,,,,
,,,,,,video,,,,,
,,,,,,game|games,,,,,
,,,,,,||,,,,,
,,,,,,strategy,,,,,
,,,,,,game|strategy,,,,,
,,,,,,arcade,,,,,
,,,,,,game|arcade,,,,,
,,,,,,puzzle,,,,,
,,,,,,video,,,,,
,,,,,,game|puzzle,,,,,
,,,,,,simulation,,,,,
,,,,,,video,,,,,
,,,,,,game|simulation,,,,,
,,,,,,first-person,,,,,
,,,,,,shooter,,,,,
,,,,,,platform,,,,,
,,,,,,game|platform,,,,,
,,,,,,massively,,,,,
,,,,,,multiplayer,,,,,
,,,,,,online,,,,,
,,,,,,game|massively,,,,,
,,,,,,multiplayer,,,,,
,,,,,,interactive,,,,,
,,,,,,fiction,,,,,
